location,date,b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
J06,10-10-2016 10:56:26,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-10-2016 10:56:28,-200,-73,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-10-2016 10:56:30,-200,-71,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-10-2016 10:56:32,-200,-78,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200
K06,10-10-2016 10:56:34,-200,-76,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
K06,10-10-2016 10:56:36,-200,-78,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
K06,10-10-2016 10:56:38,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K06,10-10-2016 10:56:40,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
K06,10-10-2016 10:56:42,-200,-200,-200,-200,-79,-77,-200,-200,-200,-200,-200,-200,-200
K06,10-10-2016 10:56:44,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
L06,10-10-2016 10:56:46,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
L06,10-10-2016 10:56:48,-200,-200,-200,-200,-78,-75,-200,-200,-200,-200,-200,-200,-200
L06,10-10-2016 10:56:50,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
L06,10-10-2016 10:56:52,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
L06,10-10-2016 10:56:54,-200,-200,-200,-200,-79,-80,-200,-200,-200,-200,-200,-200,-200
L06,10-10-2016 10:56:56,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200
L06,10-10-2016 10:56:58,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
L06,10-10-2016 10:57:00,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
L06,10-10-2016 10:57:02,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
M06,10-10-2016 10:57:04,-200,-200,-200,-200,-81,-83,-200,-200,-200,-200,-200,-200,-200
M06,10-10-2016 10:57:06,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200
M06,10-10-2016 10:57:08,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200
M06,10-10-2016 10:57:10,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
M06,10-10-2016 10:57:12,-200,-200,-200,-200,-81,-71,-200,-200,-200,-200,-200,-200,-200
M06,10-10-2016 10:57:14,-200,-200,-200,-200,-78,-71,-200,-200,-200,-200,-200,-200,-200
M06,10-10-2016 10:57:16,-200,-80,-200,-200,-80,-70,-200,-200,-200,-200,-200,-200,-200
M06,10-10-2016 10:57:18,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200
M06,10-10-2016 10:57:20,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200
M06,10-10-2016 10:57:22,-200,-200,-200,-200,-80,-76,-200,-200,-200,-200,-200,-200,-200
N06,10-10-2016 10:57:24,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
N06,10-10-2016 10:57:26,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200
N06,10-10-2016 10:57:28,-200,-200,-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200
N06,10-10-2016 10:57:30,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200
N06,10-10-2016 10:57:32,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
N06,10-10-2016 10:57:34,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
O06,10-10-2016 10:57:36,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
O06,10-10-2016 10:57:38,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200
O06,10-10-2016 10:57:40,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
O06,10-10-2016 10:57:42,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
O06,10-10-2016 10:57:44,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
O06,10-10-2016 10:57:46,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200
O06,10-10-2016 10:57:48,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200
P06,10-10-2016 10:57:50,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
P06,10-10-2016 10:57:52,-200,-200,-200,-81,-200,-76,-200,-200,-200,-200,-200,-200,-200
P06,10-10-2016 10:57:54,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
P06,10-10-2016 10:57:56,-200,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200
Q06,10-10-2016 10:57:58,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
Q06,10-10-2016 10:58:00,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
R06,10-10-2016 10:58:02,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200
R06,10-10-2016 10:58:04,-200,-200,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200
R06,10-10-2016 10:58:06,-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200
S06,10-10-2016 10:58:08,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
S06,10-10-2016 10:58:10,-200,-200,-200,-77,-200,-200,-82,-200,-200,-200,-200,-200,-200
S06,10-10-2016 10:58:12,-200,-200,-200,-82,-200,-200,-78,-200,-200,-200,-200,-200,-200
S06,10-10-2016 10:58:14,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
S06,10-10-2016 10:58:16,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S06,10-10-2016 10:58:18,-200,-200,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200
U05,10-10-2016 10:58:20,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,10-10-2016 10:58:22,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,10-10-2016 10:58:24,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,10-10-2016 10:58:26,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
T05,10-10-2016 10:58:28,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
T05,10-10-2016 10:58:30,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
T05,10-10-2016 10:58:32,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
T05,10-10-2016 10:58:34,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
T05,10-10-2016 10:58:36,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-10-2016 10:58:38,-200,-200,-200,-65,-200,-200,-82,-200,-200,-200,-200,-200,-200
S05,10-10-2016 10:58:40,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-10-2016 10:58:42,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-10-2016 10:58:44,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-10-2016 10:58:46,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10-10-2016 10:58:48,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10-10-2016 10:58:50,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10-10-2016 10:58:52,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10-10-2016 10:58:54,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10-10-2016 10:58:56,-200,-200,-200,-77,-200,-200,-81,-200,-200,-200,-200,-200,-200
R05,10-10-2016 10:58:58,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
R05,10-10-2016 10:59:00,-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10-10-2016 10:59:02,-200,-200,-200,-70,-200,-200,-81,-200,-200,-200,-200,-200,-200
Q05,10-10-2016 10:59:04,-200,-80,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-10-2016 10:59:06,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-10-2016 10:59:08,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-10-2016 10:59:10,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-10-2016 10:59:12,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-10-2016 10:59:14,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-10-2016 10:59:16,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-10-2016 10:59:18,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-10-2016 10:59:20,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-10-2016 10:59:22,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-10-2016 10:59:24,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-10-2016 10:59:26,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
P05,10-10-2016 10:59:28,-200,-200,-200,-79,-200,-75,-200,-200,-200,-200,-200,-200,-200
P05,10-10-2016 10:59:30,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
P05,10-10-2016 10:59:32,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
P05,10-10-2016 10:59:34,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
P05,10-10-2016 10:59:36,-200,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200
P05,10-10-2016 10:59:38,-200,-200,-200,-76,-200,-78,-200,-200,-200,-200,-200,-200,-200
O05,10-10-2016 10:59:40,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
O05,10-10-2016 10:59:42,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
O05,10-10-2016 10:59:44,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
O05,10-10-2016 10:59:46,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
O05,10-10-2016 10:59:48,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
O05,10-10-2016 10:59:50,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
O05,10-10-2016 10:59:52,-200,-200,-200,-78,-200,-74,-200,-200,-200,-200,-200,-200,-200
O05,10-10-2016 10:59:54,-200,-200,-200,-81,-200,-73,-200,-200,-200,-200,-200,-200,-200
O05,10-10-2016 10:59:56,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200
O05,10-10-2016 10:59:58,-200,-200,-200,-73,-200,-80,-200,-200,-200,-200,-200,-200,-200
O05,10-10-2016 11:00:00,-200,-200,-200,-79,-200,-77,-200,-200,-200,-200,-200,-200,-200
O05,10-10-2016 11:00:02,-200,-200,-200,-80,-200,-76,-200,-200,-200,-200,-200,-200,-200
N05,10-10-2016 11:00:04,-200,-200,-200,-79,-82,-200,-200,-200,-200,-200,-200,-200,-200
N05,10-10-2016 11:00:06,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
N05,10-10-2016 11:00:08,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
N05,10-10-2016 11:00:10,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
N05,10-10-2016 11:00:12,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
N05,10-10-2016 11:00:14,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
M05,10-10-2016 11:00:16,-200,-200,-200,-77,-200,-77,-200,-200,-200,-200,-200,-200,-200
M05,10-10-2016 11:00:18,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
M05,10-10-2016 11:00:20,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
M05,10-10-2016 11:00:22,-200,-80,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
M05,10-10-2016 11:00:24,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
L05,10-10-2016 11:00:26,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L05,10-10-2016 11:00:28,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L05,10-10-2016 11:00:30,-200,-76,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
L05,10-10-2016 11:00:32,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200
L05,10-10-2016 11:00:34,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200
K05,10-10-2016 11:00:36,-200,-80,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
K05,10-10-2016 11:00:38,-200,-77,-200,-78,-200,-76,-200,-200,-200,-200,-200,-200,-200
K05,10-10-2016 11:00:40,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10-10-2016 11:00:42,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10-10-2016 11:00:44,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10-10-2016 11:00:46,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10-10-2016 11:00:48,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J05,10-10-2016 11:00:50,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J05,10-10-2016 11:00:52,-200,-66,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200
J05,10-10-2016 11:00:54,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J05,10-10-2016 11:00:56,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J05,10-10-2016 11:00:58,-200,-64,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200
J05,10-10-2016 11:01:00,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10-10-2016 11:01:02,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10-10-2016 11:01:04,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10-10-2016 11:01:06,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10-10-2016 11:01:08,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10-10-2016 11:01:10,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10-10-2016 11:01:12,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10-10-2016 11:01:14,-75,-198,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10-10-2016 11:01:16,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10-10-2016 11:01:18,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10-10-2016 11:01:20,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10-10-2016 11:01:22,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-10-2016 11:01:24,-200,-74,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-10-2016 11:01:26,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-10-2016 11:01:28,-200,-75,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-10-2016 11:01:30,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-10-2016 11:01:32,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-10-2016 11:01:34,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-10-2016 11:01:36,-200,-69,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-10-2016 11:01:38,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-10-2016 11:01:40,-200,-65,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-10-2016 11:01:42,-200,-65,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-10-2016 11:01:44,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-10-2016 11:01:46,-200,-67,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-10-2016 11:01:48,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-10-2016 11:01:50,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-10-2016 11:01:52,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-10-2016 11:01:54,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-10-2016 11:01:56,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-10-2016 11:01:58,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-10-2016 11:02:00,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-10-2016 11:02:02,-200,-66,-82,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
L04,10-10-2016 11:02:04,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,10-10-2016 11:02:06,-200,-69,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
L04,10-10-2016 11:02:08,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,10-10-2016 11:02:10,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,10-10-2016 11:02:12,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,10-10-2016 11:02:14,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,10-10-2016 11:02:16,-200,-70,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,10-10-2016 11:02:18,-200,-71,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10-10-2016 11:02:20,-200,-71,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10-10-2016 11:02:22,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10-10-2016 11:02:24,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10-10-2016 11:02:26,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10-10-2016 11:02:28,-200,-80,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10-10-2016 11:02:30,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10-10-2016 11:02:32,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10-10-2016 11:02:34,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10-10-2016 11:02:36,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N04,10-10-2016 11:02:38,-200,-74,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N04,10-10-2016 11:02:40,-200,-75,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N04,10-10-2016 11:02:42,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N04,10-10-2016 11:02:44,-200,-80,-61,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
N04,10-10-2016 11:02:46,-200,-80,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10-10-2016 11:02:48,-200,-76,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10-10-2016 11:02:50,-200,-76,-64,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
O04,10-10-2016 11:02:52,-200,-72,-57,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
O04,10-10-2016 11:02:54,-200,-76,-63,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
O04,10-10-2016 11:02:56,-200,-80,-62,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200
O04,10-10-2016 11:02:58,-200,-76,-67,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
O04,10-10-2016 11:03:00,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10-10-2016 11:03:02,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10-10-2016 11:03:04,-200,-79,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10-10-2016 11:03:06,-200,-76,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10-10-2016 11:03:08,-200,-77,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10-10-2016 11:03:10,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P04,10-10-2016 11:03:12,-200,-79,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P04,10-10-2016 11:03:14,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P04,10-10-2016 11:03:16,-200,-80,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P04,10-10-2016 11:03:18,-200,-79,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q04,10-10-2016 11:03:20,-200,-78,-73,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200
Q04,10-10-2016 11:03:22,-200,-200,-75,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200
Q04,10-10-2016 11:03:24,-200,-78,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q04,10-10-2016 11:03:26,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q04,10-10-2016 11:03:28,-200,-78,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q04,10-10-2016 11:03:30,-200,-200,-76,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q04,10-10-2016 11:03:32,-200,-200,-75,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q04,10-10-2016 11:03:34,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
R04,10-10-2016 11:03:37,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
R04,10-10-2016 11:03:39,-200,-200,-76,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
R04,10-10-2016 11:03:41,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
R04,10-10-2016 11:03:43,-200,-200,-80,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
R04,10-10-2016 11:03:45,-200,-200,-81,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10-10-2016 11:03:47,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10-10-2016 11:03:49,-200,-200,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10-10-2016 11:03:51,-200,-200,-80,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10-10-2016 11:03:53,-200,-200,-81,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10-10-2016 11:03:55,-200,-200,-200,-59,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10-10-2016 11:03:57,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200
T04,10-10-2016 11:03:59,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
T04,10-10-2016 11:04:01,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
T04,10-10-2016 11:04:03,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200
T04,10-10-2016 11:04:05,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200
T04,10-10-2016 11:04:07,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200
T04,10-10-2016 11:04:09,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
U04,10-10-2016 11:04:11,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
U04,10-10-2016 11:04:13,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
U04,10-10-2016 11:04:15,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10-10-2016 11:04:17,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10-10-2016 11:04:19,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10-10-2016 11:04:21,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10-10-2016 11:04:23,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10-10-2016 11:04:25,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10-10-2016 11:04:27,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10-10-2016 11:04:29,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
T03,10-10-2016 11:04:31,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200
T03,10-10-2016 11:04:33,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
T03,10-10-2016 11:04:35,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S03,10-10-2016 11:04:37,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
R03,10-10-2016 11:04:39,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
R03,10-10-2016 11:04:41,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
R03,10-10-2016 11:04:43,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
R03,10-10-2016 11:04:45,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
R03,10-10-2016 11:04:47,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
R03,10-10-2016 11:04:49,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10-10-2016 11:04:51,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
